법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
신영회계법인,co.kr,2024.03,35.94,12.16,19.16,0.0,3.2,33.83,53.32,0.0,8.9,14,0,12,"서울시 서초구 효령로 304 (서초동, 국제전자센터 10층)",X,"배성은 사원,","배성은 사원,",,딜자문은 사업보고서상 '경영자문' 기준,부문합 34.52 ≠ 합계 35.94 (3.95% 차이) / 비중합 96.05 ≠ 100 (3.95%p 차이)
