법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
대안회계법인,,2018.03,18.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,7,"서울시 강남구 봉은사로 622, 2층(삼성동, 공조회관)",X,,,,딜자문은 사업보고서상 '경영자문' 기준,부문합 0.00 ≠ 합계 18.04 (100.00% 차이) / 비중합 0.00 ≠ 100 (100.00%p 차이)
