법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
"인덕회계법인(구,회계법인바른)",,2018.03,42.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,0,23,"서울시 영등포구 국회대로70길 19, 대하빌딩 3층",X,,,,딜자문은 사업보고서상 '경영자문' 기준,부문합 0.00 ≠ 합계 42.52 (100.00% 차이) / 비중합 0.00 ≠ 100 (100.00%p 차이)
"인덕회계법인(구,회계법인바른)",,2019.03,42.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,23,"서울시 영등포구 국회대로 70길 19, 대하빌딩 3층",X,김광훈,김광훈,,딜자문은 사업보고서상 '경영자문' 기준,부문합 0.00 ≠ 합계 42.14 (100.00% 차이) / 비중합 0.00 ≠ 100 (100.00%p 차이)
