법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
미래회계법인,,2022.03,73.7,24.89,24.44,4.2,20.16,33.78,33.16,5.7,27.36,15,2,5,"경기도 수원시 영통구 광교로 107, 14층",X,문병무 대표이사,문병무 대표이사,,딜자문은 사업보고서상 '경영자문' 기준,기준연도 2022.03 가 중복
미래회계법인,,2022.03,88.43,27.67,32.82,3.53,24.41,31.29,37.11,3.99,27.61,16,0,5,"경기도 수원시 영통구 광교로 107, 14층",X,문병무 대표이사,문병무 대표이사,,딜자문은 사업보고서상 '경영자문' 기준,기준연도 2022.03 가 중복
