법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
동아송강회계법인((구)동아회계법인),,2018.03,43.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0,9,"서울특별시 서초구 강남대로 221, 408호",X,,,,딜자문은 사업보고서상 '경영자문' 기준,부문합 0.00 ≠ 합계 43.66 (100.00% 차이) / 비중합 0.00 ≠ 100 (100.00%p 차이)
동아송강회계법인((구)동아회계법인),,2019.03,76.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0,19,"서울특별시 서초구 강남대로 221, 408호",X,박창하,박창하,,딜자문은 사업보고서상 '경영자문' 기준,부문합 0.00 ≠ 합계 76.73 (100.00% 차이) / 비중합 0.00 ≠ 100 (100.00%p 차이)
