법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
성율회계법인,,2024.03,,,,,,,,,,15,0,15,"서울특별시 송파구 백제고분로 121, 3층(잠실동, 베네빌딩)",X,최강호,최강호,,딜자문은 사업보고서상 '경영자문' 기준,매출액 없음
성율회계법인,,2025.03,,,,,,,,,,15,0,15,"서울특별시 송파구 백제고분로 121, 3층(잠실동, 베네빌딩)",X,최강호,최강호,,딜자문은 사업보고서상 '경영자문' 기준,매출액 없음
