법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
선일회계법인((구)승일회계법인),,2018.03,25.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,5,광주광역시 남구 중앙로 87 KBC 광주방송 10층,X,,,,딜자문은 사업보고서상 '경영자문' 기준,부문합 0.00 ≠ 합계 25.02 (100.00% 차이) / 비중합 0.00 ≠ 100 (100.00%p 차이)
선일회계법인((구)승일회계법인),,2019.03,24.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0,5,"부산광역시 남구 자성로 152, 401호(문현동, 한일오피스텔)",X,최석봉,최석봉,,딜자문은 사업보고서상 '경영자문' 기준,부문합 0.00 ≠ 합계 24.74 (100.00% 차이) / 비중합 0.00 ≠ 100 (100.00%p 차이)
