법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
대명회계법인,,2024.03,22.94,6.71,5.28,0.0,10.77,29.25,23.01,0.0,46.96,12,0,3,서울시 영등포구 국제금융로2길 7,X,안철희,안철희,,딜자문은 사업보고서상 '경영자문' 기준,부문합 22.76 ≠ 합계 22.94 (0.78% 차이) / 비중합 99.22 ≠ 100 (0.78%p 차이)
