법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
혜안회계법인,,2025.03,50.31,11.69,23.28,0.98,14.36,23.23,26.12,1.94,28.55,12,0,11,"서울특별시 강남구 선릉로 85길8, 5층(역삼동, 유화빌딩)",X,윤창인,윤창인,,딜자문은 사업보고서상 '경영자문' 기준,비중합 79.84 ≠ 100 (20.16%p 차이)
