법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
서본회계법인,,2024.03,94.92,0.45,0.0,91.45,0.0,0.47,0.0,96.35,0.0,18,0,10,"서울특별시 중구 서소문로 11길 50, 신아빌딩 3층",X,위설향 대표이사,위설향 대표이사,,딜자문은 사업보고서상 '경영자문' 기준,부문합 91.90 ≠ 합계 94.92 (3.18% 차이) / 비중합 96.82 ≠ 100 (3.18%p 차이)
