법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고,_격리사유
예일회계법인,,2024.03,0.0,0.0,0.0,0.0,167.83,0.0,0.0,0.0,56.1,68,10,17,"서울특별시 서초구 효령로 380, 3층~6층(서초동, 해창빌딩)",X,,,,딜자문은 사업보고서상 '경영자문' 기준,매출액이 0 이하(0.0)
예일회계법인,,2025.03,0.0,0.0,0.0,158.26,0.0,0.0,0.0,58.57,0.0,72,6,19,"서울특별시 서초구 효령로72길 60, 5층~6층(서초동, 한전아트센터)",X,,,,딜자문은 사업보고서상 '경영자문' 기준,매출액이 0 이하(0.0)
예일회계법인,,2026.03,0.0,0.0,0.0,140.88,0.0,0.0,0.0,47.84,0.0,72,7,18,"서울특별시 서초구 효령로72길 60, 5층~6층(서초동, 한전아트센터)",X,,,,딜자문은 사업보고서상 '경영자문' 기준,매출액이 0 이하(0.0)
