법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고
에이블회계법인,,2024.06,14.74,2.17,7.04,4.28,1.24,14.72,47.8,29.05,8.44,7,0,4,"서울시 강남구 테헤란로 501, 302, 303, 304호",X,경주현,경주현,,딜자문은 사업보고서상 '경영자문' 기준
에이블회계법인,,2025.06,26.01,2.86,9.18,13.11,0.87,11.01,35.28,50.39,3.33,7,0,5,"서울시 강남구 테헤란로 501, 302, 303, 304호",X,경주현,경주현,,딜자문은 사업보고서상 '경영자문' 기준
