법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고
도영회계법인,,2022.03,64.11,19.47,21.78,22.86,0.0,30.37,33.97,35.65,0.0,17,0,11,"서울특별시 강남구 테헤란로 113길7, 3층 4층(삼성동, 백암아트센타)",X,김재필,김재필,,딜자문은 사업보고서상 '경영자문' 기준
도영회계법인,,2023.03,56.89,18.71,20.91,17.27,0.0,32.89,36.76,30.35,0.0,14,0,12,"서울특별시 강남구 테헤란로 113길7, 3층 4층(삼성동, 백암아트센타)",X,김상현,김상현,,딜자문은 사업보고서상 '경영자문' 기준
도영회계법인,,2024.03,56.72,18.22,20.96,17.54,0.0,32.12,36.95,30.93,0.0,14,0,12,"서울특별시 송파구 오금로11길 7, 7층 (방이동, 제이타워빌딩)",X,김상현,김상현,,딜자문은 사업보고서상 '경영자문' 기준
도영회계법인,,2025.03,63.3,21.94,24.37,16.99,0.0,34.66,38.5,26.83,0.0,15,1,13,"서울특별시 송파구 오금로11길 7, 7층 (방이동, 제이타워빌딩)",X,김상현,김상현,,딜자문은 사업보고서상 '경영자문' 기준
도영회계법인,,2026.03,69.53,20.88,26.29,22.36,0.0,30.03,37.81,32.15,0.0,19,1,14,"서울특별시 송파구 오금로11길 7, 7층 (방이동, 제이타워빌딩)",X,이재복,이재복,,딜자문은 사업보고서상 '경영자문' 기준
