법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고
하나로회계법인,,2022.03,110.6,16.31,83.14,9.38,1.76,14.75,75.18,8.48,1.59,12,0,12,"대구광역시 달서구 달서대로 559, 808호 (신당동, 이앤씨이노비즈타워)",X,백경민,백경민,,딜자문은 사업보고서상 '경영자문' 기준
하나로회계법인,,2023.03,130.25,18.72,93.11,13.95,4.46,14.37,71.49,10.71,3.42,13,0,12,"대구광역시 달서구 달서대로 559, 808호 (신당동, 이앤씨이노비즈타워)",X,백경민,백경민,,딜자문은 사업보고서상 '경영자문' 기준
하나로회계법인,,2024.03,149.71,21.02,99.61,0.13,28.95,14.04,66.54,0.09,19.34,13,0,12,"대구광역시 달서구 달서대로 559, 808호 (신당동, 이앤씨이노비즈타워)",X,백경민,백경민,,딜자문은 사업보고서상 '경영자문' 기준
하나로회계법인,,2025.03,152.55,20.38,107.48,2.48,22.21,13.36,70.46,1.63,14.56,13,0,13,"대구광역시 달서구 달서대로 559, 808호 (신당동, 이앤씨이노비즈타워)",X,백경민,백경민,,딜자문은 사업보고서상 '경영자문' 기준
하나로회계법인,,2026.03,152.06,22.68,99.3,0.0,30.08,14.92,65.3,0.0,19.78,13,0,13,"대구광역시 달서구 달서대로 559, 808호 (신당동, 이앤씨이노비즈타워)",X,백경민,백경민,,딜자문은 사업보고서상 '경영자문' 기준
