법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고
예일회계법인,,2022.03,189.64,53.04,18.65,97.07,20.89,27.97,9.83,51.18,11.01,54,3,16,"서울특별시 서초구 효령로 380, 3층~6층(서초동, 해창빌딩)",X,,,,딜자문은 사업보고서상 '경영자문' 기준
예일회계법인,,2023.03,212.12,62.91,38.52,89.18,21.51,29.66,18.16,42.04,10.14,65,0,17,"서울특별시 서초구 효령로 380, 3층~6층(서초동, 해창빌딩)",X,,,,딜자문은 사업보고서상 '경영자문' 기준
