법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고
정담회계법인,www.jungdahm.c,2022.03,81.79,8.81,51.17,21.81,0.0,10.77,62.56,26.67,0.0,14,0,10,"서울시 서초구 서초중앙로 63, 1507호(서초동, 리더스빌딩)",X,배준원,배준원,,딜자문은 사업보고서상 '경영자문' 기준
정담회계법인,www.jungdahm.c,2023.03,84.3,9.61,55.29,19.4,0.0,11.4,65.6,23.01,0.0,14,0,10,"서울시 서초구 서초중앙로 63, 1507호(서초동, 리더스빌딩)",X,배준원,배준원,,딜자문은 사업보고서상 '경영자문' 기준
정담회계법인,www.jungdahm.c,2024.03,87.81,10.1,53.45,24.11,0.15,11.5,60.87,27.45,0.17,13,0,10,"서울시 서초구 서초중앙로 63, 1507호(서초동, 리더스빌딩)",X,배준원,배준원,,딜자문은 사업보고서상 '경영자문' 기준
정담회계법인,,2025.03,88.69,11.26,55.94,21.49,0.0,12.7,63.08,24.23,0.0,13,0,10,"서울시 서초구 서초중앙로 63, 1507호(서초동, 리더스빌딩)",X,배준원,배준원,,딜자문은 사업보고서상 '경영자문' 기준
정담회계법인,,2026.03,86.13,12.04,54.33,19.77,0.0,13.97,63.08,22.95,0.0,13,0,10,"서울시 서초구 서초중앙로 63, 1507호(서초동, 리더스빌딩)",X,배준원,배준원,,딜자문은 사업보고서상 '경영자문' 기준
