법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고
삼지회계법인,,2022.03,99.22,14.38,77.69,7.05,0.1,14.49,78.3,7.11,0.1,16,0,12,"서울특별시 서초구 효령로53길23 (서초동, 진란회관 6층)",X,유기열 대표이사,유기열 대표이사,,딜자문은 사업보고서상 '경영자문' 기준
삼지회계법인,,2023.03,48.95,16.35,24.62,7.98,0.0,33.39,50.31,16.3,0.0,15,0,12,"서울특별시 서초구 효령로53길23 (서초동, 진란회관 6층)",X,유기열 대표이사,유기열 대표이사,,딜자문은 사업보고서상 '경영자문' 기준
삼지회계법인,,2024.03,48.96,15.72,24.25,8.98,0.0,32.11,49.54,18.34,0.0,15,0,12,"서울특별시 서초구 효령로53길23 (서초동, 진란회관 6층)",X,유기열 대표이사,유기열 대표이사,,딜자문은 사업보고서상 '경영자문' 기준
삼지회계법인,,2025.03,47.03,15.61,23.21,8.21,0.0,33.19,49.35,17.46,0.0,15,0,12,"서울특별시 서초구 효령로53길23 (서초동, 진란회관 6층)",X,유기열 대표이사,유기열 대표이사,,딜자문은 사업보고서상 '경영자문' 기준
삼지회계법인,,2026.03,48.69,13.91,23.84,10.94,0.0,28.57,48.97,22.46,0.0,16,0,13,"서울특별시 서초구 효령로53길23 (서초동, 진란회관 6층)",X,유기열 대표이사,유기열 대표이사,,딜자문은 사업보고서상 '경영자문' 기준
