법인명,브랜드,기준연도,매출액_억원,감사매출_억원,세무매출_억원,딜자문매출_억원,기타매출_억원,감사비중_pct,세무비중_pct,딜자문비중_pct,기타비중_pct,회계사수,수습CPA수,파트너수,본사소재지,상장감사인등록,현재대표이사,보고서상대표이사,주요감사고객_공개확인분,비고
이상회계법인,,2021.06,77.71,17.08,22.33,38.26,0.03,21.98,28.74,49.24,0.04,17,0,10,"서울특별시 강남구 영동대로 607, 5층(삼성동, 랜드마크빌딩)",X,,,,딜자문은 사업보고서상 '경영자문' 기준
이상회계법인,,2022.06,89.95,14.63,23.01,52.28,0.03,16.26,25.58,58.12,0.04,18,0,9,"서울특별시 강남구 영동대로 607, 5층(삼성동, 랜드마크빌딩)",X,,,,딜자문은 사업보고서상 '경영자문' 기준
이상회계법인,,2023.06,86.91,17.81,29.78,39.27,0.05,20.48,34.27,45.19,0.06,18,0,10,"서울특별시 강남구 영동대로 607, 5층(삼성동, 랜드마크빌딩)",X,,,,딜자문은 사업보고서상 '경영자문' 기준
이상회계법인,,2024.06,80.38,18.59,25.72,36.02,0.05,23.13,32.01,44.81,0.06,22,0,11,"서울특별시 강남구 영동대로 607, 5층(삼성동, 랜드마크빌딩)",X,,,,딜자문은 사업보고서상 '경영자문' 기준
이상회계법인,,2025.06,84.26,20.14,31.58,32.42,0.12,23.9,37.48,38.48,0.14,23,0,11,"서울특별시 강남구 영동대로 607, 5층(삼성동, 랜드마크빌딩)",X,,,,딜자문은 사업보고서상 '경영자문' 기준
